collection_no,collection.authorizer,license,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,occurrence_no,pubyr,type_specimen,type_body_part,collection.reference_no,10_my_bin,environment
21981,C. Labandeira,CC BY,,Metacheliphlebia,n. sp.,elongata,,Cheliphlebia,n. sp.,elongata,215536,1885,,wing,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,,Eucaenus,n. sp.,rotundatus,,,,,1012466,1906,USNM 38153,forewing,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,n. gen.,Pseudogerarus,n. sp.,scudderi,,,,,1033242,1906,USNM 38151,exoskeleton,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,,Gerarus,n. sp.,constrictus,,Gerarus,n. sp.,longus,1012507,1906,USNM 38822,wing,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,n. gen.,Eucaenus,n. sp.,ovalis,,,,,967882,1885,,exoskeleton,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,n. gen.,Mammia,n. sp.,alutacea,,,,,215480,1906,USNM 38829,wing,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,,Gerapompus,n. sp.,blattinoides,,,,,215517,1885,,exoskeleton,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,,Orthomylacris,n. sp.,rigida,,Promylacris,n. sp.,rigida,215431,1890,,exoskeleton,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,n. gen.,Adiphlebia,n. sp.,lacoana,,,,,215521,1885,USNM 38143,exoskeleton,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,n. gen.,Archaeologus,n. sp.,falcatus,,,,,1033238,1906,USNM 38818,wing,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,n. gen.,Megalometer,n. sp.,lata,,,,,215534,1906,USNM 38825,exoskeleton,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,,Chrestotes,,lapidea,,,,,1033241,1868,,wing,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,n. gen.,Polyetes,n. sp.,furcifer,,,,,215539,1906,USNM 38823,exoskeleton,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,n. gen.,Gyrophlebia,n. sp.,longicollis,,,,,967881,1906,USNM 38150,exoskeleton,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,n. gen.,Palaiotaptus,n. sp.,mazonus,,,,,215507,1906,USNM 38815,wing,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,,Mylacris,n. sp.,anthracophila,,Mylacris,n. sp.,elongata,1025750,1895,Coll Lacoe 2014 ab,tegmen,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,n. gen.,Cheliphlebia,n. sp.,carbonaria,,,,,215516,1885,,wing,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,,Paromylacris,n. sp.,ampla,,,,,215428,1890,,,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,?,Archoblattina,n. sp.,scudderi,,,,,1025308,1906,,hindwing,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,n. gen.,Axiologus,n. sp.,thoracicus,,,,,1033237,1906,USNM 38137,exoskeleton,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,n. gen.,Gerarus,n. sp.,vetus,,,,,215459,1885,USNM 38136,exoskeleton,35478,Carboniferous 4,interdistributary bay
21981,C. Labandeira,CC BY,,Adiphlebia,n. sp.,lacoana,,Adiphlebia,n. sp.,longitudinalis,1012465,1885,USNM 38140,exoskeleton,35478,Carboniferous 4,interdistributary bay
22645,A. Behrensmeyer,CC BY,n. gen.,Hylaeoneura,n. sp.,lignei,,,,,1123624,1897,,tegmen,19188,,lacustrine - small
23002,H. Sims,,,Ademosyne,n. sp.,speciosa,,,,,970528,1974,N-U.U. 1206ab,elytra,6624,Triassic 3,"""channel"""
23002,H. Sims,,,Moltenocupes,,townrowi,,,,,970527,1960,BMNH In 59334,exoskeleton,6624,Triassic 3,"""channel"""
23002,H. Sims,,,Triassoblatta,,natalensis,,,,,970526,1960,BMNH In 59529,tegmen,6624,Triassic 3,"""channel"""
23002,H. Sims,,,Fletchitzia,,picturata,,,,,969182,1976,BP/2/20997,forewing,6624,Triassic 3,"""channel"""
23002,H. Sims,,,Ademosyne,n. sp.,prisca,,,,,970529,1974,N-U.U. 1209,elytra,6624,Triassic 3,"""channel"""
23003,H. Sims,,,Triassoblatta,,sp.,,,,,970532,1919,,,6624,,"""channel"""
23004,H. Sims,,,Dordrechtia,,robusta,,,,,969183,1976,C-Dt II 792ab,forewing,6624,Triassic 3,"""floodplain"""
23075,H. Sims,,,Fletchitzia,,picturata,,,,,969177,1976,BP/2/20997,forewing,6624,Triassic 3,wet floodplain
23075,H. Sims,,,Dordrechtia,,robusta,,,,,969176,1976,C-Dt II 792ab,forewing,6624,Triassic 3,wet floodplain
23084,H. Sims,,aff.,Fletchitzia,,picturata,,,,,969145,1976,BP/2/20997,forewing,6624,Triassic 3,wet floodplain
23084,H. Sims,,,Shurabia,n. sp.,kapokkraalensis,,Fletchitzia,n. sp.,kapokkraalensis,919963,2001,PRE/F 16418,forewing,6624,Triassic 3,wet floodplain
23095,H. Sims,,,Fletchitzia,,picturata,,,,,919962,1976,BP/2/20997,forewing,6624,Triassic 3,"""floodplain"""
23095,H. Sims,,,Shurabia,n. sp.,aleda,,Fletchitzia,n. sp.,aleda,919961,2001,PRE/F 19623,forewing,6624,Triassic 3,"""floodplain"""
23131,H. Sims,,,Voliopus,n. sp.,margueritae,,,,,969108,2001,PRE/F 22342,forewing,6624,Triassic 3,"""floodplain"""
23131,H. Sims,,,Fletchitzia,,sp.,,,,,969109,1976,,,6624,Triassic 3,"""floodplain"""
23133,H. Sims,,,Afrohagla,,sp.,,,,,969175,1990,,,6624,Triassic 3,fluvial-lacustrine indet.
23134,H. Sims,,n. gen.,Afristella,n. sp.,delicatula,,,,,970535,1974,C-K.K. I 9,forewing,6624,Triassic 3,fluvial-lacustrine indet.
23142,H. Sims,,aff.,Afrohagla,,contorta,,,,,969112,1974,C-Dt II 351,forewing,6624,Triassic 3,lacustrine - small
23142,H. Sims,,,Fletchitzia,,picturata,,,,,969117,1976,BP/2/20997,forewing,6624,Triassic 3,lacustrine - small
23142,H. Sims,,,Tennentsia,n. sp.,protuberans,,Dysmorphoptiloides,n. sp.,protuberans,970519,1974,C-Dt II 342,wing,6624,Triassic 3,lacustrine - small
23142,H. Sims,,,Triassoblatta,,robusta,,,,,970523,1974,C-As I 160,tegmen,6624,Triassic 3,lacustrine - small
23142,H. Sims,,,Afrohagla,,contorta,,,,,969111,1974,C-Dt II 351,forewing,6624,Triassic 3,lacustrine - small
23142,H. Sims,,,Gryllacrimima,,sp.,,,,,969115,1968,,,6624,Triassic 3,lacustrine - small
23142,H. Sims,,n. gen.,Prosbolomorpha,n. sp.,clara,,,,,970518,1974,C-Dt II 3,wing,6624,Triassic 3,lacustrine - small
23142,H. Sims,,,Ademosyne,,speciosa,,,,,970522,1974,N-U.U. 1206ab,elytra,6624,Triassic 3,lacustrine - small
23142,H. Sims,,,Dordrechtia,,sp.,,,,,969114,1976,,,6624,Triassic 3,lacustrine - small
23142,H. Sims,,,Mesorthopteron,n. sp.,similis,,,,,970517,1974,C-Dt II 354,wing,6624,Triassic 3,lacustrine - small
23142,H. Sims,,n. gen.,Euchauliodes,n. sp.,distinctus,,,,,970521,1974,C-Dt II 2,forewing,6624,Triassic 3,lacustrine - small
23142,H. Sims,,,Gryllacrimima,n. sp.,johnski,,,,,969110,2001,BP/2/4533,forewing,6624,Triassic 3,lacustrine - small
23142,H. Sims,,,Dordrechtia,,robusta,,,,,969113,1976,C-Dt II 792ab,forewing,6624,Triassic 3,lacustrine - small
23142,H. Sims,,,Afrohagla,n. sp.,contorta,,Hagla,n. sp.,contorta,970516,1974,C-Dt II 351,forewing,6624,Triassic 3,lacustrine - small
23142,H. Sims,,,Samaroblatta,,sp.,,,,,970524,1919,,,6624,Triassic 3,lacustrine - small
23142,H. Sims,,n. gen.,Moltenia,n. sp.,rieki,,,,,968917,2000,PRE/F 10438,forewing,6624,Triassic 3,lacustrine - small
23143,H. Sims,,,Dordrechtia,n. sp.,aasvoelbergensis,,,,,969133,2001,PRE/F 1021,forewing,6624,Triassic 3,lacustrine - small
23170,H. Sims,,,Fletchitzia,n. sp.,picturata,,Fletchizia,n. sp.,picturata,919967,1976,BP/2/20997,forewing,6624,Triassic 3,lacustrine - small
23170,H. Sims,,,Lutheria,,dewetii,,,,,969194,2001,PRE/F 10640,forewing,6624,Triassic 3,lacustrine - small
23259,H. Sims,,,Fletchitzia,,picturata,,,,,969181,1976,BP/2/20997,forewing,6624,Triassic 3,lacustrine - small
23259,H. Sims,,,Afrohagla,,sp.,,,,,969180,1990,,,6624,Triassic 3,lacustrine - small
23261,H. Sims,,,Moltenocupes,,townrowi,,,,,970539,1960,BMNH In 59334,exoskeleton,6624,Triassic 3,"""floodplain"""
23263,H. Sims,,n. gen.,Lutheria,n. sp.,dewetii,,,,,969134,2001,PRE/F 10640,forewing,6624,Triassic 3,lacustrine - small
23317,H. Sims,,,Triassoblatta,n. sp.,robusta,,,,,970537,1974,C-As I 160,tegmen,6624,Triassic 3,pond
23793,H. Sims,,,Isonychia,,sp.,,,,,387272,1871,,,6760,Cenozoic 4,fluvial indet.
24201,H. Sims,,,Macropunctum,,senckenbergi,,,,,1080783,1994,SMF MeI 297,exoskeleton,6814,Cenozoic 2,crater lake
24201,H. Sims,,,Agrypnus,informal,sp 1,,,,,1080787,1829,,,6814,Cenozoic 2,crater lake
24201,H. Sims,,,Agrypnus,informal,sp 5,,,,,1080791,1829,,,6814,Cenozoic 2,crater lake
24201,H. Sims,,,Macropunctum,,messelense,,,,,1080779,1991,,,6814,Cenozoic 2,crater lake
24201,H. Sims,,,Macropunctum,,rebugense,,,,,1080782,1994,SMF MeI 1145,exoskeleton,6814,Cenozoic 2,crater lake
24201,H. Sims,,,Agrypnus,,sp.,,,,,1080786,1829,,,6814,Cenozoic 2,crater lake
24201,H. Sims,,,Agrypnus,informal,sp 4,,,,,1080790,1829,,,6814,Cenozoic 2,crater lake
24201,H. Sims,,,Macropunctum,,eocaenicum,,,,,1080781,1991,,,6814,Cenozoic 2,crater lake
24201,H. Sims,,,Macropunctum,,angulosum,,,,,1080785,1999,SMF MeI 4120,exoskeleton,6814,Cenozoic 2,crater lake
24201,H. Sims,,,Agrypnus,informal,sp 3,,,,,1080789,1829,,,6814,Cenozoic 2,crater lake
24201,H. Sims,,,Macropunctum,,meunieri,,,,,1080780,1991,,,6814,Cenozoic 2,crater lake
24201,H. Sims,,,Macropunctum,,angustiscutellum,,,,,1080784,1994,SMF MeI 2571,exoskeleton,6814,Cenozoic 2,crater lake
24201,H. Sims,,,Agrypnus,informal,sp 2,,,,,1080788,1829,,,6814,Cenozoic 2,crater lake
24201,H. Sims,,,Agrypnus,informal,sp 6,,,,,1080792,1829,,,6814,Cenozoic 2,crater lake
24701,A. Rees,,,Chauliodites,,picteti,n. gen.,Triadosialis,n. sp.,zinkeni,968961,1864,,wing,6929,Triassic 1,terrestrial indet.
26765,B. Tiffney,,,Typhaeus,,sp.,,,,,1111630,1815,,,7397,,fluvial-lacustrine indet.
26765,B. Tiffney,,,Hydrobiomorpha,,enspelense,,,,,1111629,2000,,,7397,,fluvial-lacustrine indet.
26765,B. Tiffney,,?,Ictinogomphus,,sp.,,,,,1111626,1934,,,7397,,fluvial-lacustrine indet.
27179,B. Tiffney,,n. gen.,Mioedipoda,n. sp.,reisereri,,,,,1096536,2000,UCMP151416,exoskeleton,7518,Cenozoic 5,lacustrine indet.
28006,J. Alroy,CC BY,n. gen.,Chimerochrysopa,n. sp.,incerta,,,,,1006406,2005,LH-18588,hindwing,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Zygadenia,,martinclosas,,,,,915419,2006,IEI LC 2663,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,n. gen.,Martynopsis,n. sp.,laticollis,,,,,1015617,2006,LH-21091,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,n. gen.,Hispanoclavina,n. sp.,diazromerali,,,,,1110869,2007,LH16264,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Zygadenia,n. sp.,viridis,,,,,915407,2006,MCCMLH 1805,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Priacma,n. sp.,sanzii,,,,,915411,2006,MCCM LH 24524,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Cretoscolia,n. sp.,conquensis,,,,,1011022,2000,LH-17331,forewing,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Leptotarsus,n. sp.,contractus,,,,,1200196,2014,MCCM LH 15419,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Kareninoides,n. sp.,inexpectus,,Armandochrysopa,n. sp.,inexpecta,1006402,2005,LH-18575,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Sinaeschnidia,n. sp.,martinezdelclosi,,,,,929967,2003,LH 17332,wing,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,n. gen.,Gigantoaeschnidium,n. sp.,ibericus,,,,,293773,1993,LH-366-R,hindwing,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Tetraphalerus,n. sp.,ponomarenkoi,,,,,915406,2006,MCCM LH 78,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,n. gen.,Ovonectes,n. sp.,pilosum,,,,,1110872,2007,LH23853,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Zygadenia,n. sp.,siniestri,,,,,915410,2006,MCCM LH 23515,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Leptotarsus,n. sp.,ibericus,,,,,1200195,2014,MCCM LH 28206,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,n. gen.,Triangulochrysopa,n. sp.,sanzi,,,,,1006401,2005,LH-8110a/b,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,n. gen.,Nanochrysopa,n. sp.,pumilio,,,,,1006405,2005,LH-13217,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Allopterus,n. sp.,mayorgai,,,,,1006392,2005,LH-18570,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,n. gen.,Hoyaclava,n. sp.,buscalionae,,,,,1110871,2007,LH24508,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Chresmoda,,aquatica,,,,,1179095,1989,LP-94-IEI,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Zygadenia,n. sp.,longicoxa,,,,,915409,2006,MCCM LH 928030,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Leptotarsus,n. sp.,buscalioniae,,,,,1200194,2014,MCCM LH 35088,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Tachinymphes,n. sp.,penalveri,,,,,1006404,2005,LH-18585,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Distenorrhinus,n. sp.,xavieri,,Distenorrhinus,n. sp.,xavieri,1010920,2003,LH-17330,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,n. gen.,Iberoaeschnidium,n. sp.,conquensis,,,,,930046,1993,LH-083-R,hindwing,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,n. gen.,Megacoptoclava,n. sp.,longiurogomphia,,,,,1179789,2000,LH-1263,nymph,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Hispanoclavina,n. sp.,gratshevi,,,,,1110870,2007,LH15961,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Zygadenia,n. sp.,diazromerali,,,,,915408,2006,MCCM LH 12001,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Anaglyphites,n. sp.,zherikhini,,,,,915412,2006,MCCM LH 15122,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Tachinymphes,n. sp.,paicheleri,,,,,1006403,2005,LH-18576,exoskeleton,7671,Cretaceous 2,lacustrine - large
28006,J. Alroy,CC BY,,Archaeoscolia,n. sp.,hispanica,,,,,1011085,1999,LH-13827,exoskeleton,7671,Cretaceous 2,lacustrine - large
31311,C. Labandeira,CC BY,,Parandrexis,,parvula,,,,,1050566,1926,RGI 5017-1,exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,n. gen.,Nanophydes,n. sp.,ovatus,,,,,1010111,1977,PIN 1789/102,exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,n. gen.,Asionecta,n. sp.,curtipes,,,,,351579,1962,,exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,,Stephanogaster,,longipalpa,,,,,967394,1975,PIN 2066/3388,exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,n. gen.,Ageratus,n. sp.,ponomarenkoi,,,,,1200767,1980,PIN 1789/35,exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,n. gen.,Aboilus,n. sp.,fasciatus,,,,,973845,1925,Geological committee collection,tegmen,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,n. gen.,Srdiecko,n. sp.,tri,,,,,1179761,2008,PIN 1789/39,exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,,Semenovioloides,,capitatus,,,,,1199251,1980,PIN 2784/2243,exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,,Codemus,n. sp.,martynovi,,,,,1200766,1980,PIN 1784/37,exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,,Psacodromeus,n. sp.,rugosus,,,,,1009912,1977,PIN 1789/214,exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,,Mesoraphidia,n. sp.,inaequalis,,,,,973844,1925,,exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,,Protorthophlebia,n. sp.,obscura,,Orthophlebioides,n. sp.,obscurus,973933,1925,,wing,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,,Anaglyphites,n. sp.,paulus,,,,,1048006,1964,PIN 1789/91,exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,,Polyanka,,minuta,,,,,1126985,1993,PIN 2904/1339,exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,n. gen.,Necrophasma,n. sp.,shabarovi,,,,,973846,1925,PIN 1789/90,forewing,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,n. gen.,Mesohelorus,n. sp.,muchini,,,,,973932,1925,,exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,,Hypnomorphus,n. sp.,confusus,,,,,1203393,1975,PIN 1789/213,exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,,Kulbastavia,n. sp.,macrura,,Anaxyela,n. sp.,macrura,1203740,1963,PIN 1789/14,exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,,Paramesopsocus,,adibi,,,,,1016878,2008,PIN 2784/2096,exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,,Tetraphalerus,n. sp.,grandis,,,,,1048005,1964,"2 c; Pl VI, fig. 4",exoskeleton,8912,Jurassic 5,lacustrine - large
31311,C. Labandeira,CC BY,,Asiodiplatys,,speciosus,,,,,1199228,1980,PIN 2239/376,exoskeleton,8912,Jurassic 5,lacustrine - large
31643,B. Tiffney,,n. gen.,Kvacekia,n. sp.,infuscata,,,,,1204030,2002,CGH P1193,forewing,8522,Cenozoic 4,lacustrine indet.
31676,H. Wang,,n. gen.,Oryctoantiquus,n. sp.,borealis,,,,,964703,2005,UCMP PA503/157049,exoskeleton,8537,,terrestrial indet.
31677,H. Wang,,,Eorpa,,sp.,,,,,1154914,2013,,,8537,Cenozoic 2,lacustrine - large
31677,H. Wang,,?,Halictus,n. sp.,savenyei,,Halictidae,,indet.,915751,2003,Q-0424a&b,exoskeleton,8537,Cenozoic 2,lacustrine - large
31677,H. Wang,,n. gen.,Eosphecium,n. sp.,naumanni,,Sphecidae,,indet.,1136422,2000,Q-0423a-b,forewing,8537,Cenozoic 2,lacustrine - large
31677,H. Wang,,,Eorpa,n. sp.,jurgeni,,Panorpidae,,indet.,915739,2013,SFU Q-0096,hindwing,8537,Cenozoic 2,lacustrine - large
31677,H. Wang,,cf.,Amara,,sp.,,,,,915752,1810,,,8537,Cenozoic 2,lacustrine - large
31677,H. Wang,,,Palaeopsychops,n. sp.,douglasae,,,,,963460,2006,UAFIC 7794,hindwing,8537,Cenozoic 2,lacustrine - large
31677,H. Wang,,,Wesmaelius,n. sp.,mathewesi,,Hemerobiidae,,indet.,915731,2003,SFU Q-0092,forewing,8537,Cenozoic 2,lacustrine - large
31677,H. Wang,,,Palaeopsychops,,dodgeorum,,Neuroptera,,indet.,915730,2003,SFU Q-0422,forewing,8537,Cenozoic 2,lacustrine - large
31767,E. Fara,,n. gen.,Akulosamphus,n. sp.,montanus,,,,,1173680,1856,,,8517,Cenozoic 4,terrestrial indet.
31767,E. Fara,,,Plecia,,splendida,,,,,1006361,1937,Marseilles Museum C80,exoskeleton,8517,Cenozoic 4,terrestrial indet.
31767,E. Fara,,,Necticus,n. sp.,minutus,,,,,1173679,1856,,,8517,Cenozoic 4,terrestrial indet.
31767,E. Fara,,n. gen.,Stenolestes,n. sp.,ronzonense,n. gen.,Megasemum,n. sp.,ronzonense,966219,1856,,,8517,Cenozoic 4,terrestrial indet.
31767,E. Fara,,,Necticus,n. sp.,palustris,,,,,1173678,1856,,,8517,Cenozoic 4,terrestrial indet.
31767,E. Fara,,n. gen.,Aemodipsus,n. sp.,bornensis,,,,,1006363,1856,,,8517,Cenozoic 4,terrestrial indet.
31767,E. Fara,,,Bibio,n. sp.,aymardi,,Dichaneurum,n. sp.,primaevum,1173681,1856,,,8517,Cenozoic 4,terrestrial indet.
31767,E. Fara,,,Bibio,n. sp.,aymardi,,Dichaneurum,n. sp.,infossum,1006362,1856,,,8517,Cenozoic 4,terrestrial indet.
32201,E. Kowalski,,?,Dolichoderus,,sp.,,,,,341845,1831,,,8673,,lacustrine indet.
34905,D. Smith,CC BY,,Mecynoptera,n. sp.,tuberculata,,,,,1039391,1921,BMNH In 18576,wing,49648,Carboniferous 4,delta plain
34906,D. Smith,CC BY,,Pteronepionites,n. sp.,ambigua,,,,,1039397,1921,BMNH I. 2968,wing,47423,Carboniferous 4,interdistributary bay
34906,D. Smith,CC BY,n. gen.,Geroneura,n. sp.,ovata,,,,,1039401,1921,BMNH I. 2965,wing,47423,Carboniferous 4,interdistributary bay
34906,D. Smith,CC BY,,Brodia,n. sp.,priscotincta,,Brodia,n. sp.,nebulosa,1181663,1919,BMNH I.2961,wing,47423,Carboniferous 4,interdistributary bay
34906,D. Smith,CC BY,,Brodia,n. sp.,priscotincta,,Brodia,n. sp.,pictipennis,1181662,1919,,wing,47423,Carboniferous 4,interdistributary bay
34906,D. Smith,CC BY,,Brodia,n. sp.,furcata,,,,,1039396,1919,BMNH I.2962,wing,47423,Carboniferous 4,interdistributary bay
34906,D. Smith,CC BY,,Brodia,,priscotincta,,Brodia,,nympha,1181661,1919,BMNH I.1563,wing,47423,Carboniferous 4,interdistributary bay
34906,D. Smith,CC BY,,Pteronepionites,n. sp.,lepus,,,,,1039398,1921,BMNH I. 2969,wing,47423,Carboniferous 4,interdistributary bay
34907,D. Smith,CC BY,,Aphthoroblattina,n. sp.,eggintoni,,,,,1039410,1922,,wing,47423,Carboniferous 4,interdistributary bay
34907,D. Smith,CC BY,,Archimulacris,,johnsoni,,Aphthoroblattina,,johnsoni,1173939,1887,,exoskeleton,47423,Carboniferous 4,interdistributary bay
34966,D. Smith,CC BY,,Apion,,pumilum,,,,,1180832,1893,,exoskeleton,38741,Cenozoic 3,lacustrine - large
34966,D. Smith,CC BY,,Smicrorhynchus,,macgeei,,,,,1180836,1893,,exoskeleton,38741,Cenozoic 3,lacustrine - large
34966,D. Smith,CC BY,,Tipula,,internecata,,,,,1183159,1894,,exoskeleton,38741,Cenozoic 3,lacustrine - large
34966,D. Smith,CC BY,,Balaninus,,femoratus,,,,,1180892,1893,,exoskeleton,38741,Cenozoic 3,lacustrine - large
34966,D. Smith,CC BY,,Tipula,,florissanta,,,,,1183158,1894,,exoskeleton,38741,Cenozoic 3,lacustrine - large
34966,D. Smith,CC BY,,Balaninus,,minusculus,,,,,1180891,1893,,exoskeleton,38741,Cenozoic 3,lacustrine - large
34966,D. Smith,CC BY,,Otiorhynchites,n. sp.,absentivus,,,,,1180759,1893,,elytra,38741,Cenozoic 3,lacustrine - large
34966,D. Smith,CC BY,,Dicranomyia,,stagnorum,,,,,1183157,1894,,exoskeleton,38741,Cenozoic 3,lacustrine - large
34966,D. Smith,CC BY,,Anthonomus,,defossus,,,,,1180886,1876,,exoskeleton,38741,Cenozoic 3,lacustrine - large
34966,D. Smith,CC BY,,Cicada,n. sp.,grandiosa,,,,,1000348,1892,USGS1850,hindwing,38741,Cenozoic 3,lacustrine - large
34966,D. Smith,CC BY,,Ceutorhynchus,n. sp.,evinctus,,,,,1180890,1893,,exoskeleton,38741,Cenozoic 3,lacustrine - large
34966,D. Smith,CC BY,,Geralophus,,occultus,,,,,1180826,1876,Station 14,exoskeleton,38741,Cenozoic 3,lacustrine - large
34966,D. Smith,CC BY,,Ophryastites,n. sp.,cinereus,,,,,1180754,1893,,elytra,38741,Cenozoic 3,lacustrine - large
34966,D. Smith,CC BY,,Spiladopygia,,exsulata,,Labiduromma,,exsulatum,1006913,1885,MCZ 449,exoskeleton,38741,Cenozoic 3,lacustrine - large
34966,D. Smith,CC BY,,Cyttaromyia,,princetoniana,,Cyttaromyia,,clathrata,1183156,1894,,exoskeleton,38741,Cenozoic 3,lacustrine - large
34966,D. Smith,CC BY,,Tipula,,subterjacens,,,,,1183160,1894,,exoskeleton,38741,Cenozoic 3,lacustrine - large
34966,D. Smith,CC BY,,Trichocnemis,n. sp.,aliena,,,,,1000347,1892,USGS 1660,wing,38741,Cenozoic 3,lacustrine - large
35057,D. Smith,CC BY,n. gen.,Diaphpterum,n. sp.,rasnitsyni,,,,,1091887,1999,CORD-PZ 3202,exoskeleton,37732,Carboniferous 5,"""floodplain"""
35057,D. Smith,CC BY,n. gen.,Velisoptera,n. sp.,taschi,,,,,1016974,1997,CORD-PZ-2098,exoskeleton,37732,Carboniferous 5,"""floodplain"""
