collection_no,collection.authorizer,license,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,type_specimen,type_body_part,collection.reference_no,10_my_bin
105970,M. Clapham,CC BY,n. gen.,Archaeorrhynchus,n. sp.,acutirostris,,,,,PIN 2554/715,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Carpenterella,n. sp.,grombtchevskayae,,,,,PIN 2554/1174,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Probaisselcana,n. sp.,karatavica,,Elcana,n. sp.,karatavica,PIN 2554/280,forewing,31339,Jurassic 5
105970,M. Clapham,CC BY,?,Syntexyela,n. sp.,nana,,,,,PIN 2554/1300,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Distenorrhinus,n. sp.,arnoldii,,Distenorrhinus,n. sp.,arnoldii,PIN 2554/701,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Paleovia,n. sp.,praecarnia,,,,,PIN 2554/33,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Timarchopsis,n. sp.,gigas,,Necronectes,n. sp.,gigas,PIN 2554/477,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Lithoptychus,n. sp.,handlirschi,,,,,PIN 2554/696,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Rhagionemestrius,n. sp.,rapidus,,,,,PIN 2554/959(1132),exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Euthemis,n. sp.,cellulata,,,,,PIN 2239/18,forewing,31339,Jurassic 5
105970,M. Clapham,CC BY,,Trigonalopterus,,brachycerus,,,,,PIN 2066/3372,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Codemus,,synaptoides,,,,,PIN 2239/1411,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Archodromus,n. sp.,brachypterus,,,,,PIN 2554/650,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Malmopsylla,n. sp.,karatavica,,,,,PIN 2554/369,forewing,31339,Jurassic 5
105970,M. Clapham,CC BY,,Microryssus,n. sp.,crassipes,,,,,PIN 2554/1305,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Procurculio,n. sp.,latipennis,n. gen.,Eccoptothorax,n. sp.,latipennis,PIN 2554/720,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Phasmomimoides,n. sp.,lineatus,,,,,PIN 2554/318,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Semenovioloides,,capitatus,,,,,PIN 2784/2243,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Distenorrhinus,,rotundicollis,,Distenorrhinus,,rotundicollis,PIN 2784/1483,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Kazakhophlebiella,n. sp.,aktassica,,Protolindenia,n. sp.,aktassica,PIN 2554/218,forewing,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Cryptocardius,n. sp.,mirabilis,,,,,PIN 2554/649,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Hypnomorphus,n. sp.,aemulus,,,,,PIN 2554/692,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Brachycleistogaster,n. sp.,nana,,,,,PIN 2554/1279,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Notocupes,,nigrimonticola,,,,,PIN 2384/397,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Codemus,,quadricolis,,,,,PIN 2066/2947,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Polyanka,,minuta,,,,,PIN 2904/1339,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Procramptonomyia,,kovalevi,,,,,PIN 2239/2087,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Metabuprestium,n. sp.,ovale,,,,,PIN 2554/448,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Mesoxytelus,n. sp.,mandibularis,,,,,PIN 2554/664,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Protonemestrius,n. sp.,rasnitsyni,,,,,PIN 2554/908,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Aboilus,n. sp.,transversalis,,,,,PIN 2554/270,tegmen,31339,Jurassic 5
105970,M. Clapham,CC BY,,Protoscelis,,nitidicornis,,,,,PIN 2066/2593,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Aphidulum,,heckeri,,,,,PIN 2554/1233,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Mesithone,n. sp.,gracilis,,,,,PIN 2554/807,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Pararchexyela,n. sp.,macroptera,,,,,PIN 25541/299,forewing,31339,Jurassic 5
105970,M. Clapham,CC BY,,Homalocnemimus,,abjugatus,,,,,PIN 2997/996,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Skok,n. sp.,svaba,,,,,PIN 2554/44,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Praeaulacus,n. sp.,cubocephalus,,,,,PIN 2554/1284,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Procurculio,,fortipes,,,,,PIN 2066/2339,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Hypnomorphus,,inventus,,,,,PIN 2384/491,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Tunicopterus,n. sp.,sigara,,,,,PIN 2554/669(665),exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Ovrabites,,ovalis,,,,,PIN 2904/872,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Brenthorrhinus,n. sp.,mirabilis,,,,,PIN 2554/708,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Poljanka,n. sp.,sharovi,,Cicadellopsis,n. sp.,sharovi,PIN 2554/1182,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Microcleistogaster,n. sp.,dolichura,,,,,PIN 2554/1297,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Jurophasma,n. sp.,mistshenkoi,,,,,PIN 2554/326,wing,31339,Jurassic 5
105970,M. Clapham,CC BY,,Tersus,,karatavicus,,,,,PIN 066/2299,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Platyelater,,reflexicollis,,,,,PIN 2904/900,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Erichschmidtia,n. sp.,nigrimontana,,,,,PIN 2554/214,forewing,31339,Jurassic 5
105970,M. Clapham,CC BY,,Kararhynchus,,occiduus,,,,,PIN 2997/2118,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Juralithinus,n. sp.,gracilidorsum,,,,,PIN 2554/624,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Hypnomorphus,n. sp.,dubius,,,,,PIN 2554/651,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Psacodromeus,n. sp.,gutta,,,,,PIN 2554/456,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Protorhagio,,karataviensis,,,,,PIN 2997/3489,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Eoptychoptera,n. sp.,aucta,,Proptychoptera,n. sp.,aucta,PIN 2554/1047,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Microsmylus,n. sp.,foliformis,,,,,PIN 2554/784,hindwing,31339,Jurassic 5
105970,M. Clapham,CC BY,,Poljanka,n. sp.,kukalovae,,Cicadellopsis,n. sp.,kukalovae,PIN 2554/384,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Charonoscapha,n. sp.,grossa,,,,,PIN 2554/446,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Panorpidium,,minuta,,Elcana,,minuta,PIN 2066/814,forewing,31339,Jurassic 5
105970,M. Clapham,CC BY,,Urosyntexis,n. sp.,magna,,Syntexyela,n. sp.,magna,PIN 2554/1301,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Decomposita,n. sp.,triocella,,,,,PIN 2554/36,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Kalligramma,n. sp.,sharovi,,,,,PIN 2554/788,hindwing,31339,Jurassic 5
105970,M. Clapham,CC BY,,Negastrioides,n. sp.,globicollis,,,,,PIN 2554/705,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Symphytopterus,n. sp.,nigridorsatus,,,,,PIN 2554/1296,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Poljanka,informal,sp. 1,,Cicadellopsis,informal,sp. 1,,,31339,Jurassic 5
105970,M. Clapham,CC BY,,Desmatus,,beckeri,,,,,PIN 2066/2364,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Mesosolva,n. sp.,hennigi,,,,,PIN 2554/1159+1160,wing,31339,Jurassic 5
105970,M. Clapham,CC BY,n. gen.,Parahypnomorphus,n. sp.,jurassicus,,,,,PIN 2554/703,exoskeleton,31339,Jurassic 5
105970,M. Clapham,CC BY,,Archodromus,,comptus,,,,,PIN 2384/418,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Negastrioides,n. sp.,tenuis,,,,,PIN 2066/2320,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Liadopsylla,,karatavica,,,,,PIN 2239/623,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Pseudoxyela,n. sp.,heteroclita,,,,,PIN 2066/3333,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Hypnomorphus,n. sp.,carpolithus,,,,,PIN 2066/2606,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Nannotanyderus,n. sp.,kubekovensis,,,,,PIN 2066/182,wing,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Cordorabus,n. sp.,notatus,,,,,PIN 2066/2739,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Lithomerus,n. sp.,contiguus,,,,,PIN 2066/2978,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Praeaulacon,n. sp.,caudatus,,,,,PIN 2066/3422,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Carpenterella,n. sp.,curtipennis,,,,,PIN 2066/3446,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Procurculio,n. sp.,fortipes,,,,,PIN 2066/2339,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Leptocleistogaster,n. sp.,paurura,,,,,PIN 2066/3417,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Decomposita,,triocella,,,,,PIN 2554/36,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Meioneurites,n. sp.,villosus,,,,,PIN 2066/1203,hindwing,31339,Jurassic 5
105971,M. Clapham,CC BY,,Perlariopsis,,mediana,,,,,PIN 2239/386,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Asiopteron,n. sp.,antiquum,,,,,PIN 2066/13,hindwing,31339,Jurassic 5
105971,M. Clapham,CC BY,,Leptephialtites,n. sp.,tenuicornis,,,,,PIN 2066/3400,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Tersus,n. sp.,karatavicus,,,,,PIN 066/2299,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Paleocartus,n. sp.,robustus,,Brenthorrhinoides,n. sp.,robustus,PIN 2066/2861,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Heleonaucoris,n. sp.,maculipennis,,,,,PIN 2066/3680,tegmen,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Protocardiophorus,n. sp.,ancestralis,,,,,PIN 2066/2571,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Compsoderus,n. sp.,priscus,,,,,PIN 2066/2975,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Mesypochrysa,,sp.,,,,,,,31339,Jurassic 5
105971,M. Clapham,CC BY,,Polyanka,,minuta,,,,,PIN 2904/1339,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Mesocupes,n. sp.,spinosus,,,,,PIN 2066/2294,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Codemus,n. sp.,alatus,,,,,PIN 2066/2734,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Monstrocoreus,n. sp.,quadrimaculatus,,,,,PIN 2066/3820,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Liadopsylla,,tenuicornis,,,,,PIN 2452/583,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Kararhynchus,n. sp.,gratshevi,,,,,PIN 2066/2827,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Anasyntexis,n. sp.,strophandra,,,,,PIN 2066/3369,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Protomyrmeleon,,grandis,,,,,PIN 2784/67,wing,31339,Jurassic 5
105971,M. Clapham,CC BY,,Eoptychoptera,,aucta,,Proptychoptera,,aucta,PIN 2554/1047,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Ommomima,n. sp.,pilosa,,,,,PIN 2335/14(35),exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Pronymphites,n. sp.,elegans,,,,,PIN 2066/1124,hindwing,31339,Jurassic 5
105971,M. Clapham,CC BY,,Negastrioides,n. sp.,tscherepanovi,,,,,PIN 2066/2451,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Neopsylloides,n. sp.,turutanovae,,,,,PIN 2066/3670,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Desmatus,n. sp.,lapidarius,,,,,PIN 2066/3274,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Porrhodromus,n. sp.,communis,,,,,PIN 2066/3100,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Hypnomorphus,n. sp.,curtus,,,,,PIN 2066/2806,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Praeaulacops,n. sp.,lucidus,,,,,PIN 2066/3408,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Microcleistogaster,n. sp.,nigriventris,,,,,PIN 2066/3354,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Rhipidoblattina,n. sp.,karatavica,,,,,PIN 2066/441,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Ovisargus,n. sp.,gracilis,,,,,PIN 2066/1465,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Hypsomelana,n. sp.,sepulta,,,,,,hindwing,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Karataunia,n. sp.,lapidaria,,,,,PIN 2066/3461(3453),exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Gratshevicar,n. sp.,dubius,,Scelocamptus,n. sp.,dubius,PIN 2066/3037,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Poljanka,,ventriculosa,,Cicadellopsis,,ventriculosa,PIN 2239/714,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Anaglyphites,n. sp.,clavatus,,,,,PIN 2066/2275,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Mesithone,n. sp.,protea,,,,,PIN 2066/1152,forewing,31339,Jurassic 5
105971,M. Clapham,CC BY,,Panorpidium,n. sp.,minuta,,Elcana,n. sp.,minuta,PIN 2066/814,forewing,31339,Jurassic 5
105971,M. Clapham,CC BY,,Sessiliventer,n. sp.,macrurus,,,,,PIN 2066/3402,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Tersoides,n. sp.,capitatus,,,,,PIN 2066/2631,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Distenorrhinus,,arnoldii,,Distenorrhinus,,arnoldii,PIN 2554/701,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Platyelater,,figeratus,,,,,PIN 2239/1963,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Liadopsylla,,turkestanica,,,,,PIN 71 SAGU,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Aulisca,n. sp.,odontura,,,,,PIN 2066/3336,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Zoropsocus,n. sp.,karataviensis,,,,,PIN 2066/3810,wing,31339,Jurassic 5
105971,M. Clapham,CC BY,,Mesoplecia,,sp.,,,,,,,31339,Jurassic 5
105971,M. Clapham,CC BY,,Protoscelis,n. sp.,parvula,,,,,PIN 2066/2593,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Necrocoelus,n. sp.,aselloides,,,,,PIN 2066/2520,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Mesoxytelus,n. sp.,parvus,,,,,PIN 2066/2992(2706),exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Lapidostenus,n. sp.,scutellaris,,,,,PIN 2066/2909,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Praeaulacites,n. sp.,nigripes,,,,,PIN 2066/3386,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Liadopsylla,n. sp.,longiforceps,n. gen.,Mesopsylla,n. sp.,longiforceps,PIN 2066/3451,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Xyelyda,n. sp.,excellens,,,,,PIN 2066/3332,wing,31339,Jurassic 5
105971,M. Clapham,CC BY,,Bethylonymus,n. sp.,micrurus,,,,,PIN 2066/3353,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Protorabus,n. sp.,planus,,,,,PIN 2066/3185,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Procurculio,n. sp.,pallens,,,,,PIN 2066/2763,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Skok,,svaba,,,,,PIN 2554/44,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Latiblatta,n. sp.,lativalvata,,,,,PIN 2066/477,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Mesonymphes,n. sp.,rohdendorfi,,,,,PIN 2066/1132,hindwing,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Karatauliodes,n. sp.,minutus,,,,,PIN 2066/1303,forewing,31339,Jurassic 5
105971,M. Clapham,CC BY,,Itaphlebia,,sharovi,,,,,PIN 2239/1816,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Praeaulacus,n. sp.,elegans,,,,,PIN 2066/3406,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Mesocupes,,primitivus,,,,,PIN 2452/682,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Locustopsis,,karatavica,,,,,PIN 2239/394,forewing,31339,Jurassic 5
105971,M. Clapham,CC BY,,Symphytopterus,n. sp.,oculatus,,,,,PIN 2066/3374,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Blattogryllus,,karatavicus,,,,,PIN 2554/225,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Xyphosternum,,minor,,,,,PIN 2239/919,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Paracyrtophyllites,,undulatus,,,,,PIN 2239/414,forewing,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Pareremochaetus,n. sp.,minor,,,,,PIN 2066/1560,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Lapidiconides,n. sp.,brevis,,,,,PIN 2066/3156,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Praeoryssus,n. sp.,venosus,,,,,PIN 2066/3345,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Protoscelis,n. sp.,nitidicornis,n. gen.,Protosceloides,n. sp.,nitidicornis,PIN 2066/2593,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Protoquasimus,n. sp.,brevicollis,,,,,PIN 2066/2993,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Abrotus,n. sp.,sepultus,,,,,PIN 2066/3291,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Psacodromeus,,gutta,,,,,PIN 2554/456,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Karataocypha,n. sp.,oculata,,,,,PIN 2066/2158,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Archinemestrius,n. sp.,karatavicus,,,,,PIN 2066/2066,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Mesotachinus,n. sp.,minor,,,,,PIN 2066/2553,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Protorhagio,,ponomarenkoi,,,,,PIN 2239/2182,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Codemus,,sharovi,,,,,PIN 2384/474,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Praeaulacus,,ramosus,,,,,PIN 2239/2561,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Archaecorixa,,lata,,,,,PIN 2384/377,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Brachysyntexis,n. sp.,brachyura,,Syntexyela,n. sp.,brachyura,PIN 2066/3340,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Bethylonymellus,n. sp.,buccatus,,,,,PIN 2066/3351,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Nagatomukha,n. sp.,karabas,,,,,PIN 2066/2024,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Eoptychopterina,n. sp.,karatavica,,,,,PIN 2066/1988,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Macronympha,n. sp.,elegans,,,,,PIN 2066/1114,forewing,31339,Jurassic 5
105971,M. Clapham,CC BY,,Stephanogaster,n. sp.,similis,,,,,PIN 2066/3403,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Xyelotoma,n. sp.,nigricornis,,,,,PIN 2066/3334,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Hypnomorphus,,distinctus,,,,,PIN 2554/653,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Praeaulacon,n. sp.,elongatus,,,,,PIN 2066/3425,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Carpenterella,n. sp.,pusilla,,,,,PIN 2066/2652(3654),exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Arnoldibelus,n. sp.,karatavicus,,Belonotaris,n. sp.,karatavicus,PIN 2066/2552,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Trigonalopterus,n. sp.,brachycerus,,,,,PIN 2066/3372,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Phasmomima,,maculomarginata,,,,,PIN 2239/484,forewing,31339,Jurassic 5
105971,M. Clapham,CC BY,?,Homalocnemimus,,sp.,,,,,,,31339,Jurassic 5
105971,M. Clapham,CC BY,,Archizelmira,,kazachstanica,,,,,PIN SAGU-17,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Kalligramma,n. sp.,multinerve,,,,,PIN 2066/1204,forewing,31339,Jurassic 5
105971,M. Clapham,CC BY,,Turanopteron,n. sp.,major,,,,,PIN 2066/14,forewing,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Karattacus,n. sp.,persibus,,,,,PIN 2066/1434,wing,31339,Jurassic 5
105971,M. Clapham,CC BY,,Necromera,,muscula,,Idiomerus,,musculus,PIN 2904/913,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Leptephialtites,n. sp.,gigas,,,,,PIN 2066/3382,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Ranis,n. sp.,ovalis,,,,,PIN 2066/2642,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Ganestrius,n. sp.,elongatus,,,,,PIN 2066/2528,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Litholacon,n. sp.,petrorsus,,,,,PIN 2066/2456,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Parandrexis,,parvula,,,,,RGI 5017-1,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Protonemestrius,n. sp.,handlirschi,,,,,PIN 2066/1464,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Procramptonomyia,,kovalevi,,,,,PIN 2239/2087,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Codemus,n. sp.,quadricolis,,,,,PIN 2066/2947,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Scutellifer,n. sp.,karatavicus,,,,,PIN 2066/3831,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Nigrimonticola,n. sp.,longicornis,,,,,PIN 2066/3427,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Syntexyela,n. sp.,gracilicornis,,,,,PIN 2066/3341,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Protorabus,,nigrimonticola,,,,,PIN 2997/1851,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Eoptychoptera,n. sp.,asiatica,,Proptychoptera,n. sp.,asiatica,PIN 2066/1821,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Karaosmylus,n. sp.,latus,n. gen.,Parosmylus,n. sp.,latus,PIN 2066/1187,hindwing,31339,Jurassic 5
105971,M. Clapham,CC BY,,Negastrioides,n. sp.,tenuicornis,,,,,PIN 2066/2847,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Hypnomorphus,,minutus,,,,,PIN 2239/1431,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Archirhyphus,,asiaticus,,Archirhyphus,,asiatcus,PIN 2452/334,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Abolescus,,glabratus,,,,,PIN 2239/1390,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Aktassia,,magna,,,,,PIN 2384/4,hindwing,31339,Jurassic 5
105971,M. Clapham,CC BY,,Lithomerus,n. sp.,longulus,,,,,PIN 2066/3018,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Praeaulacon,n. sp.,coniventer,,,,,PIN 2066/3390,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,n. gen.,Karatavopsyllidium,n. sp.,asiaticum,,,,,PIN 2066/3600,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Charonoscapha,,ovata,,,,,PIN 2997/1845,exoskeleton,31339,Jurassic 5
105971,M. Clapham,CC BY,,Mesaulacinus,n. sp.,niger,,,,,PIN 2066/3375,exoskeleton,31339,Jurassic 5
