"","specimen_no","occurrence_no","reference_no","specimen_id","sex","specimen_part","is_type","measurement_no","measurement_type","average"
"2702",19887,"915520",35047,"CNU-HE-NN2006003","NULL","hemelytron","holotype",38270,"length","8"
"2705",19889,"915578",35050,"CNU-NEU-LB2008001","NULL","forewing","holotype",38273,"width","33"
"2706",19889,"915578",35050,"CNU-NEU-LB2008001","NULL","forewing","holotype",38274,"length","74"
"2707",19890,"915578",35050,"CNU-NEU-LB2008001","NULL","hindwing","holotype",38275,"width","39"
"2708",19890,"915578",35050,"CNU-NEU-LB2008001","NULL","hindwing","holotype",38276,"length","52"
"2709",19891,"915579",35051,"PIN 4270/1130","NULL","elytron","holotype",38277,"width","7"
"2710",19891,"915579",35051,"PIN 4270/1130","NULL","elytron","holotype",38278,"length","25"
"2711",19892,"915580",35051,"PIN 4270/1222","NULL","elytron","holotype",38279,"width","5.4"
"2712",19892,"915580",35051,"PIN 4270/1222","NULL","elytron","holotype",38280,"length","21"
"2713",19893,"915581",35051,"PIN 4270/1143","NULL","elytron","holotype",38281,"width","2.4"
"2714",19893,"915581",35051,"PIN 4270/1143","NULL","elytron","holotype",38282,"length","9.8"
"2715",19894,"915582",35052,"NIGP 151537","NULL","elytron","holotype",38283,"width","3"
"2716",19894,"915582",35052,"NIGP 151537","NULL","elytron","holotype",38284,"length","10.8"
"2719",19896,"915583",35052,"NIGP 151553","NULL","elytron","holotype",38287,"width","3"
"2720",19896,"915583",35052,"NIGP 151553","NULL","elytron","holotype",38288,"length","11"
"2723",19898,"915584",35052,"NIGP 151558","NULL","elytron","holotype",38291,"width","2.1"
"2724",19898,"915584",35052,"NIGP 151558","NULL","elytron","holotype",38292,"length","8.3"
"2727",19900,"915585",35052,"NIGP 151560","NULL","elytron","holotype",38295,"width","2.7"
"2728",19900,"915585",35052,"NIGP 151560","NULL","elytron","holotype",38296,"length","8.5"
"2731",19902,"915589",34927,"PIN 3700/78","NULL","forewing","holotype",38299,"length","6"
"2732",19903,"915590",34927,"PIN 3700/74","NULL","forewing","holotype",38300,"length","7"
"2733",19904,"915591",34927,"PIN 3700/87","NULL","forewing","holotype",38301,"length","10"
"2734",19905,"915591",34927,"PIN 3700/72","NULL","forewing","paratype",38302,"length","13"
"2735",19906,"915592",34927,"PIN 3700/73","NULL","forewing","holotype",38303,"width","2.5"
"2736",19906,"915592",34927,"PIN 3700/73","NULL","forewing","holotype",38304,"length","6.5"
"2737",19907,"915592",34927,"PIN 3700/73","NULL","hindwing","holotype",38305,"length","6"
"2738",19908,"915593",34927,"PIN 3700/80","NULL","forewing","holotype",38306,"length","8"
"2739",19909,"915594",34927,"PIN 3700/88","NULL","forewing","holotype",38307,"length","9"
"2740",19910,"915595",34927,"PIN 3700/93","NULL","forewing","holotype",38308,"length","9.5"
"2741",19911,"915596",34927,"PIN 3700/84","NULL","forewing","holotype",38309,"length","9"
"2742",19912,"915597",34927,"PIN 3700/71","NULL","forewing","holotype",38310,"length","11"
"2743",19913,"915598",34927,"PIN 3695/4","NULL","forewing","holotype",38311,"length","10"
"2744",19914,"915599",34927,"PIN 3695/5","NULL","forewing","holotype",38312,"length","11.5"
"2745",19915,"915600",34927,"PIN 4991/1","NULL","forewing","holotype",38313,"length","11"
"2746",19916,"915662",35056,"PIN 3840/346","NULL","forewing","holotype",38314,"length","8"
"2747",19917,"915662",35056,"PIN 3840/346","NULL","hindwing","holotype",38315,"length","8"
"2748",19918,"915663",35056,"PIN 3840/344","NULL","forewing","holotype",38316,"length","12"
"2749",19919,"915664",35056,"PIN 3840/347","NULL","forewing","holotype",38317,"length","10.5"
"2750",19920,"915668",35060,"PIN 5102/1","NULL","forewing","holotype",38318,"length","17"
"2751",19921,"915666",35060,"PIN 2781/167","NULL","forewing","holotype",38319,"length","12"
"2752",19922,"915665",35060,"PIN 3840/29","NULL","forewing","holotype",38320,"length","19"
"2753",19924,"915718",35069,"SFU Q-0040","NULL","tegmen","NULL",38323,"width","3.7"
"2754",19924,"915718",35069,"SFU Q-0040","NULL","tegmen","NULL",38324,"length","9.6"
"2756",19926,"915720",35069,"SFU Q-0101","NULL","hindwing","NULL",38326,"width","29"
"2757",19926,"915720",35069,"SFU Q-0101","NULL","hindwing","NULL",38327,"length","60"
"2758",19927,"915721",35069,"SFU Q-0077","NULL","tegmen","NULL",38328,"width","7.5"
"2759",19927,"915721",35069,"SFU Q-0077","NULL","tegmen","NULL",38329,"length","20"
"2760",19928,"915722",35069,"SFU Q-0085","NULL","wing","NULL",38330,"length","5.5"
"2762",19930,"915722",35069,"SFU Q-0201","NULL","wing","NULL",38332,"length","9.2"
"2763",19931,"915722",35069,"SFU Q-0075","NULL","tegmen","NULL",38333,"length","25"
"2764",19932,"915723",35069,"SFU Q-0076","NULL","tegmen","NULL",38334,"length","23"
"2765",19933,"915724",35069,"SFU Q-0102","NULL","tegmen","NULL",38335,"length","13"
"2766",19934,"915721",35069,"SFU Q-0078","NULL","tegmen","NULL",38336,"length","28"
"2767",19935,"915725",35069,"SFU Q-0391","NULL","wing","NULL",38337,"length","9"
"2770",19938,"915730",35069,"SFU Q-0421","NULL","wing","NULL",38340,"length","45"
"2771",19939,"915730",35069,"SFU Q-0422","NULL","wing","NULL",38341,"length","45"
"2772",19940,"915752",35069,"SFU Q-0045","NULL","elytron","NULL",38342,"width","1.7"
"2773",19940,"915752",35069,"SFU Q-0045","NULL","elytron","NULL",38343,"length","4.6"
"2776",19943,"915734",35069,"SFU Q-0057","NULL","elytron","NULL",38346,"width","2"
"2777",19943,"915734",35069,"SFU Q-0057","NULL","elytron","NULL",38347,"length","4.5"
"2779",19945,"915735",35069,"SFU Q-0205","NULL","elytron","NULL",38349,"width","3"
"2780",19945,"915735",35069,"SFU Q-0205","NULL","elytron","NULL",38350,"length","8.1"
"2781",19946,"915736",35069,"SFU Q-0061","NULL","elytron","NULL",38351,"length","8.5"
"2783",19948,"915738",35069,"SFU Q-0157","NULL","elytron","NULL",38353,"length","3.9"
"2786",19951,"915739",47557,"SFU Q-0096","NULL","hindwing","holotype",38356,"width","8"
"2787",19951,"915739",47557,"SFU Q-0096","NULL","hindwing","holotype",38357,"length","17.5"
"2788",19952,"915740",35069,"SFU Q-0065","NULL","wing","NULL",38358,"length","30"
"2789",19953,"915741",35069,"SFU Q-0164","NULL","wing","NULL",38359,"width","8.8"
"2790",19953,"915741",35069,"SFU Q-0164","NULL","wing","NULL",38360,"length","21"
"2791",19954,"915742",35069,"SFU Q-0186","NULL","wing","NULL",38361,"length","3.7"
"2792",19955,"915743",35069,"SFU Q-0397","NULL","wing","NULL",38362,"width","1.5"
"2793",19955,"915743",35069,"SFU Q-0397","NULL","wing","NULL",38363,"length","4.9"
"2794",19956,"915744",35069,"SFU Q-0251","NULL","wing","NULL",38364,"width","1.2"
"2795",19956,"915744",35069,"SFU Q-0251","NULL","wing","NULL",38365,"length","4.8"
"2796",19957,"915745",35069,"SFU Q-0098","NULL","forewing","NULL",38366,"width","13"
"2797",19957,"915745",35069,"SFU Q-0098","NULL","forewing","NULL",38367,"length","35"
"2798",19958,"915746",35069,"SFU Q-0424","NULL","forewing","NULL",38368,"width","7"
"2799",19958,"915746",35069,"SFU Q-0424","NULL","forewing","NULL",38369,"length","21"
"2800",19959,"915747",35069,"SFU Q-0018","NULL","wing","NULL",38370,"width","2.8"
"2801",19959,"915747",35069,"SFU Q-0018","NULL","wing","NULL",38371,"length","7.6"
"2803",19961,"915748",35069,"SFU Q-0034","NULL","wing","NULL",38373,"width","3.6"
"2804",19961,"915748",35069,"SFU Q-0034","NULL","wing","NULL",38374,"length","10.6"
"2805",19962,"915749",35069,"SFU Q-0271","NULL","wing","NULL",38375,"length","25"
"2809",19966,"915751",35069,"SFU Q-0424","NULL","wing","NULL",38379,"length","7.1"
"2811",19968,"915753",35069,"SFU Q-0093","NULL","wing","NULL",38381,"length","14"
"2812",19969,"915731",35070,"SFU Q-0092","NULL","forewing","holotype",38382,"width","4"
"2813",19969,"915731",35070,"SFU Q-0092","NULL","forewing","holotype",38383,"length","7.5"
"2814",19970,"915754",35070,"UWBM77543","NULL","forewing","holotype",38384,"width","4"
"2815",19970,"915754",35070,"UWBM77543","NULL","forewing","holotype",38385,"length","9"
"2816",19971,"915802",35070,"SBA1165","NULL","forewing","NULL",38386,"width","5"
"2817",19971,"915802",35070,"SBA1165","NULL","forewing","NULL",38387,"length","11"
"2818",19972,"915904",35071,"SZ TM 10/1","NULL","forewing","holotype",38388,"length","12"
"2819",19973,"915934",35073,"NMSA 2736","NULL","forewing","holotype",38389,"width","9"
"2820",19973,"915934",35073,"NMSA 2736","NULL","forewing","holotype",38390,"length","18"
"2821",19976,"916081",35086,"MCZ 4822","NULL","forewing","holotype",38395,"width","5"
"2822",19976,"916081",35086,"MCZ 4822","NULL","forewing","holotype",38396,"length","15"
"2823",19977,"916082",35086,"MCZ 4825","NULL","hindwing","holotype",38397,"width","4"
"2824",19977,"916082",35086,"MCZ 4825","NULL","hindwing","holotype",38398,"length","12"
"2825",19978,"916083",35086,"MCZ 4824","NULL","forewing","paratype",38399,"width","5"
"2826",19978,"916083",35086,"MCZ 4824","NULL","forewing","paratype",38400,"length","15"
"2827",19979,"916084",35086,"MCZ 4823","NULL","forewing","holotype",38401,"width","5.5"
"2828",19979,"916084",35086,"MCZ 4823","NULL","forewing","holotype",38402,"length","17"
"2829",19980,"916085",35086,"MCZ 2826","NULL","forewing","holotype",38403,"width","6"
"2830",19980,"916085",35086,"MCZ 2826","NULL","forewing","holotype",38404,"length","22"
"2831",19981,"916086",35086,"MCZ 4687","NULL","wing","holotype",38405,"width","6.5"
"2832",19981,"916086",35086,"MCZ 4687","NULL","wing","holotype",38406,"length","25"
"2833",19982,"916087",35086,"MCZ 4673","NULL","wing","holotype",38407,"width","9"
"2834",19982,"916087",35086,"MCZ 4673","NULL","wing","holotype",38408,"length","50"
"2835",19983,"916088",35086,"MCZ 4676","NULL","forewing","holotype",38409,"width","4.5"
"2836",19983,"916088",35086,"MCZ 4676","NULL","forewing","holotype",38410,"length","20"
"2837",19984,"916089",35086,"MCZ 4680","NULL","forewing","holotype",38411,"width","5"
"2838",19984,"916089",35086,"MCZ 4680","NULL","forewing","holotype",38412,"length","22"
"2839",19985,"916090",35086,"MCZ 4675","NULL","forewing","holotype",38413,"width","3"
"2840",19985,"916090",35086,"MCZ 4675","NULL","forewing","holotype",38414,"length","12.5"
"2841",19986,"916093",35086,"MCZ 4733","NULL","forewing","holotype",38415,"width","2.5"
"2842",19986,"916093",35086,"MCZ 4733","NULL","forewing","holotype",38416,"length","7"
"2843",19987,"916093",35086,"MCZ 4741","NULL","forewing","holotype",38417,"width","2.5"
"2844",19987,"916093",35086,"MCZ 4741","NULL","forewing","holotype",38418,"length","6"
"2845",19988,"915426",35037,"PIN 199/127","NULL","forewing","holotype",38419,"length","28"
"2846",19990,"916095",35086,"MCZ 4666","NULL","forewing","holotype",38421,"width","3.5"
"2847",19990,"916095",35086,"MCZ 4666","NULL","forewing","holotype",38422,"length","12"
"2848",19991,"916095",35086,"MCZ 4665","NULL","hindwing","paratype",38423,"width","3.9"
"2849",19991,"916095",35086,"MCZ 4665","NULL","hindwing","paratype",38424,"length","14"
"2850",19992,"916097",35086,"MCZ 4667","NULL","hindwing","holotype",38425,"width","4.2"
"2851",19992,"916097",35086,"MCZ 4667","NULL","hindwing","holotype",38426,"length","15"
"2852",19993,"915427",35037,"PIN 199/3","NULL","forewing","NULL",38427,"length","14"
"2853",19994,"915427",35037,"PIN 199/122","NULL","forewing","NULL",38428,"length","17"
"2854",19995,"916098",35086,"MCZ 4668","NULL","forewing","holotype",38429,"width","2.8"
"2855",19995,"916098",35086,"MCZ 4668","NULL","forewing","holotype",38430,"length","12.5"
"2856",19996,"916099",35086,"MCZ 4671","NULL","forewing","holotype",38431,"width","4.8"
"2857",19996,"916099",35086,"MCZ 4671","NULL","forewing","holotype",38432,"length","21.5"
"2858",19997,"916100",35086,"MCZ 4672","NULL","forewing","NULL",38433,"width","3.5"
"2859",19997,"916100",35086,"MCZ 4672","NULL","forewing","NULL",38434,"length","15"
"2860",19998,"916101",35086,"MCZ 4717","NULL","forewing","holotype",38435,"width","3"
"2861",19998,"916101",35086,"MCZ 4717","NULL","forewing","holotype",38436,"length","10"
"2862",19999,"916101",35086,"MCZ 4716","NULL","forewing","NULL",38437,"length","6"
"2863",20000,"916102",35086,"MCZ 4722","NULL","forewing","holotype",38438,"width","2.5"
"2864",20000,"916102",35086,"MCZ 4722","NULL","forewing","holotype",38439,"length","7.5"
"2866",20002,"916105",35086,"MCZ 4747","NULL","forewing","holotype",38441,"width","1.5"
"2867",20002,"916105",35086,"MCZ 4747","NULL","forewing","holotype",38442,"length","4.3"
"2868",20003,"916105",35086,"MCZ 4698","NULL","hindwing","paratype",38443,"width","1.5"
"2869",20003,"916105",35086,"MCZ 4698","NULL","hindwing","paratype",38444,"length","4.2"
"2870",20004,"916105",35086,"MCZ 4711","NULL","forewing","paratype",38445,"width","1.5"
"2871",20004,"916105",35086,"MCZ 4711","NULL","forewing","paratype",38446,"length","4.3"
"2872",20005,"916106",35086,"MCZ 4720","NULL","forewing","holotype",38447,"width","2.2"
"2873",20005,"916106",35086,"MCZ 4720","NULL","forewing","holotype",38448,"length","7"
"2874",20006,"916107",35086,"MCZ 4782","NULL","hindwing","paratype",38449,"width","2.5"
"2875",20006,"916107",35086,"MCZ 4782","NULL","hindwing","paratype",38450,"length","7"
"2876",20007,"916108",35086,"MCZ 4805","NULL","forewing","holotype",38451,"width","50"
"2877",20007,"916108",35086,"MCZ 4805","NULL","forewing","holotype",38452,"length","305"
"2878",20008,"916111",35086,"MCZ 4818","NULL","forewing","holotype",38453,"width","26"
"2879",20008,"916111",35086,"MCZ 4818","NULL","forewing","holotype",38454,"length","145"
"2880",20009,"916112",35086,"MCZ 4804","NULL","forewing","NULL",38455,"width","11"
"2881",20009,"916112",35086,"MCZ 4804","NULL","forewing","NULL",38456,"length","40"
"2882",20010,"916113",35086,"MCZ 4793","NULL","forewing","paratype",38457,"width","5.8"
"2883",20010,"916113",35086,"MCZ 4793","NULL","forewing","paratype",38458,"length","34"
"2884",20011,"916118",35086,"MCZ 4786","NULL","forewing","holotype",38459,"width","2.5"
"2885",20011,"916118",35086,"MCZ 4786","NULL","forewing","holotype",38460,"length","13"
"2886",20012,"916119",35086,"MCZ 4788","NULL","hindwing","paratype",38461,"width","2.8"
"2887",20012,"916119",35086,"MCZ 4788","NULL","hindwing","paratype",38462,"length","15"
"2888",20014,"916120",35086,"MCZ 4791","NULL","wing","holotype",38464,"width","2.8"
"2889",20014,"916120",35086,"MCZ 4791","NULL","wing","holotype",38465,"length","17.5"
"2890",20015,"916121",35086,"MCZ 4792","NULL","wing","NULL",38466,"length","34"
"2891",20016,"916124",35089,"MCZ 31136","NULL","elytron","holotype",38467,"width","1.15"
"2892",20016,"916124",35089,"MCZ 31136","NULL","elytron","holotype",38468,"length","4.5"
"2893",20017,"916125",35090,"Univ Wichita 1155","NULL","forewing","holotype",38469,"width","3"
"2894",20017,"916125",35090,"Univ Wichita 1155","NULL","forewing","holotype",38470,"length","12.5"
"2895",20018,"916126",35090,"Univ Wichita 1151","NULL","hindwing","NULL",38471,"width","3.5"
"2896",20018,"916126",35090,"Univ Wichita 1151","NULL","hindwing","NULL",38472,"length","13.5"
"2897",20019,"916127",35090,"Univ Wichita 1213","NULL","hindwing","holotype",38473,"width","1.4"
"2898",20019,"916127",35090,"Univ Wichita 1213","NULL","hindwing","holotype",38474,"length","3.9"
"2899",20020,"916134",35090,"Univ Wichita 1153","NULL","hindwing","holotype",38475,"width","2.5"
"2900",20020,"916134",35090,"Univ Wichita 1153","NULL","hindwing","holotype",38476,"length","14.5"
"2901",20021,"916135",35090,"Univ Wichita 1242","NULL","hindwing","NULL",38477,"width","6.5"
"2902",20021,"916135",35090,"Univ Wichita 1242","NULL","hindwing","NULL",38478,"length","21.5"
"2903",20022,"916136",35090,"Univ Wichita 1138","NULL","wing","NULL",38479,"length","25"
"2904",20023,"916143",35090,"Univ Wichita 1243","NULL","tegmen","holotype",38480,"width","1.6"
"2905",20023,"916143",35090,"Univ Wichita 1243","NULL","tegmen","holotype",38481,"length","3.5"
"2906",20024,"916144",35090,"Univ Wichita 1178","NULL","forewing","NULL",38482,"width","1.2"
"2907",20024,"916144",35090,"Univ Wichita 1178","NULL","forewing","NULL",38483,"length","3"
"2908",20025,"916146",35090,"Univ Wichita 1044","NULL","forewing","holotype",38484,"width","2.6"
"2909",20025,"916146",35090,"Univ Wichita 1044","NULL","forewing","holotype",38485,"length","12"
"2910",20026,"916147",35090,"Univ Wichita 1047","NULL","forewing","holotype",38486,"width","2.5"
"2911",20026,"916147",35090,"Univ Wichita 1047","NULL","forewing","holotype",38487,"length","9"
"2912",20027,"916148",35090,"Univ Wichita 1045","NULL","forewing","holotype",38488,"width","3.8"
"2913",20027,"916148",35090,"Univ Wichita 1045","NULL","forewing","holotype",38489,"length","15"
"2914",20028,"916149",35090,"Univ Wichita 1025","NULL","hindwing","NULL",38490,"width","6.3"
"2915",20028,"916149",35090,"Univ Wichita 1025","NULL","hindwing","NULL",38491,"length","27"
"2916",20029,"916150",35091,"KU-Tasch N-IIB-001","NULL","elytron","NULL",38492,"width","1.6"
"2917",20029,"916150",35091,"KU-Tasch N-IIB-001","NULL","elytron","NULL",38493,"length","4.9"
"2918",20030,"916152",35092,"KU-B3-03-20-04-20","NULL","forewing","holotype",38494,"width","2.4"
"2919",20030,"916152",35092,"KU-B3-03-20-04-20","NULL","forewing","holotype",38495,"length","7"
"2920",20031,"916151",35088,"PIN 117/852","NULL","forewing","holotype",38496,"width","7.6"
"2921",20031,"916151",35088,"PIN 117/852","NULL","forewing","holotype",38497,"length","26.5"
"2922",20032,"916151",35088,"PIN 117/1085","NULL","forewing","paratype",38498,"width","8"
"2923",20032,"916151",35088,"PIN 117/1085","NULL","forewing","paratype",38499,"length","26.4"
"2924",20033,"916151",35088,"PIN 117/140","NULL","forewing","paratype",38500,"width","5"
"2925",20033,"916151",35088,"PIN 117/140","NULL","forewing","paratype",38501,"length","20"
"2926",20034,"916154",35094,"KU-R4-09-20-03-x","NULL","forewing","NULL",38502,"width","2.1"
"2927",20034,"916154",35094,"KU-R4-09-20-03-x","NULL","forewing","NULL",38503,"length","5.9"
"2928",20035,"916155",35094,"KU-B3-9-11-04-001","NULL","forewing","NULL",38504,"width","2.5"
"2929",20035,"916155",35094,"KU-B3-9-11-04-001","NULL","forewing","NULL",38505,"length","8.7"
"2930",20036,"916156",35094,"KU-B3-09-18-04-002","NULL","wing","NULL",38506,"width","4.1"
